Name,Year,Genre,Publisher,EU_Sales,Global_Sales
Pro Evolution Soccer 2015,2014,Sports,Konami Digital Entertainment,0.23,0.62
Evolve,2015,Shooter,Take-Two Interactive,0.2,0.62
Tak 2: The Staff of Dreams,2004,Platform,THQ,0.24,0.62
Dead Island: Riptide,2013,Action,Deep Silver,0.2,0.62
Warriors Orochi 3,2011,Action,Ubisoft Annecy,0.04,0.62
Bolt,2008,Adventure,Disney Interactive Studios,0.21,0.62
Viewtiful Joe,2003,Action,Capcom,0.1,0.62
The Urbz: Sims in the City,2004,Simulation,Electronic Arts,0.22,0.62
Beetle Adventure Racing!,1999,Racing,Electronic Arts,0.2,0.62
FIFA Soccer,2012,Sports,Electronic Arts,0.34,0.62
Disney's 102 Dalmatians: Puppies to the Rescue,2000,Platform,Eidos Interactive,0.23,0.62
Wipeout: The Game,2010,Misc,Activision,0,0.62
Strike Force Bowling,2004,Sports,Play It,0.24,0.62
SpongeBob's Atlantis SquarePantis,2007,Action,THQ,0.01,0.62
Metal Gear Solid V: Ground Zeroes,2014,Action,Konami Digital Entertainment,0.14,0.62
Halloween,1982,Action,Wizard Video Games,0.03,0.62
Dragon Ball Z: Ultimate Tenkaichi,2011,Fighting,Namco Bandai Games,0.18,0.62
WWE SmackDown vs. Raw 2010,2009,Fighting,THQ,0.23,0.62
Bass Landing,1999,Sports,ASCII Entertainment,0.14,0.62
XGRA: Extreme G-Racing Association,2004,Racing,Eidos Interactive,0.24,0.62
Mario's Picross,1995,Puzzle,Nintendo,0,0.62
Pac-Man Player's Choice Bundle,2003,Misc,Namco Bandai Games,0.12,0.62
Rocksmith 2014,2014,Misc,Ubisoft,0.17,0.62
Fighters MEGAMiX,1996,Fighting,Sega,0,0.62
Bahamut Lagoon,1996,Role-Playing,SquareSoft,0,0.62
Wall-E,2008,Platform,THQ,0.26,0.62
Tomb Raider III: Adventures of Lara Croft,1998,Action,Eidos Interactive,0.03,0.62
Toshochu: Run for Money,2012,Adventure,Namco Bandai Games,0,0.62
Dragon Quest Monsters: Joker 2 Professional,2011,Role-Playing,Square Enix,0,0.62
NFL Quarterback Club 99,1998,Sports,Acclaim Entertainment,0.02,0.62
Super Robot Taisen α Gaiden,2001,Strategy,Banpresto,0,0.62
Formula 1: Championship Edition,2006,Racing,Sony Computer Entertainment,0.57,0.61
Muramasa: The Demon Blade,2009,Role-Playing,Rising Star Games,0.13,0.61
NBA 2K9,2008,Sports,Take-Two Interactive,0,0.61
SingStar Singalong With Disney,2008,Misc,Sony Computer Entertainment,0.04,0.61
NHL 16,2015,Sports,Electronic Arts,0.15,0.61
Plants vs. Zombies: Garden Warfare,2014,Shooter,Electronic Arts,0.29,0.61
NFL Fever 2003,2002,Sports,Microsoft Game Studios,0.13,0.61
Samurai Warriors 2,2006,Action,Tecmo Koei,0.02,0.61
Dynasty Warriors 8,2013,Action,Tecmo Koei,0.11,0.61
Disney Sing It: Family Hits,2010,Misc,Disney Interactive Studios,0.18,0.61
2 Games in 1: Sonic Battle & ChuChu Rocket!,2005,Misc,THQ,0.16,0.61
Robotech: Battlecry,2002,Shooter,TDK Mediactive,0.23,0.61
Dora the Explorer: Super Spies,2004,Platform,Gotham Games,0.16,0.61
New Carnival Games,2010,Misc,Take-Two Interactive,0.21,0.61
Tony Hawk: RIDE,2009,Sports,Activision,0.1,0.61
Just Dance 2014,2013,Misc,Ubisoft,0.23,0.61
Cooking Mama 4: Kitchen Magic!,2011,Simulation,505 Games,0.07,0.61
Texas Hold 'Em Poker,2004,Misc,Majesco Entertainment,0.16,0.61
Time Crisis 3,2003,Shooter,Namco Bandai Games,0.23,0.61
Cabela's Monster Buck Hunter,2010,Sports,Activision,0,0.61
Ganbaru Watashi no Kakei Diary,2007,Misc,Nintendo,0,0.61
pro evolution soccer 2011,2010,Sports,Konami Digital Entertainment,0.44,0.61
New Play Control! Donkey Kong Jungle Beat,2008,Platform,Nintendo,0.17,0.61
Small Soldiers,1998,Platform,Electronic Arts,0.23,0.61
Yakuza: Dead Souls,2011,Shooter,Sega,0.07,0.61
Littlest Pet Shop: Garden,2008,Simulation,Electronic Arts,0.24,0.61
Half-Life 2,2005,Shooter,Electronic Arts,0.21,0.61
Duke Nukem: Total Meltdown,1997,Shooter,GT Interactive,0.23,0.61
Pac-Man Party,2010,Misc,Namco Bandai Games,0.09,0.61
Jak and Daxter: The Lost Frontier,2009,Platform,Sony Computer Entertainment,0.27,0.61
Major League Baseball 2K8,2008,Sports,Bethesda Softworks,0,0.61
SimCity DS,2007,Simulation,Electronic Arts,0.03,0.61
Major League Baseball 2K9,2009,Sports,Spike,0,0.61
Petz: Dogz Pack,2008,Simulation,Ubisoft,0,0.61
Split/Second,2010,Racing,Disney Interactive Studios,0.23,0.61
Final Fantasy IV Advance,2005,Role-Playing,Nintendo,0.1,0.61
Madden NFL 2003,2002,Sports,Electronic Arts,0.16,0.61
Tomb Raider Chronicles,1999,Action,Eidos Interactive,0.23,0.61
Harry Potter and the Goblet of Fire,2005,Action,Electronic Arts,0.16,0.61
Dragon Ball Z: Buu's Fury,2004,Action,Atari,0.16,0.61
Madden NFL 2002,2001,Sports,Electronic Arts,0.12,0.61
Guitar Hero: Smash Hits,2009,Misc,Activision,0.21,0.61
Disney TH!NK Fast: The Ultimate Trivia Showdown,2008,Misc,Disney Interactive Studios,0.16,0.61
Spider-Man: Mysterio's Menace,2001,Action,Activision,0.16,0.61
Madden NFL 2000,1999,Sports,Electronic Arts,0.02,0.61
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",2007,Action,Activision,0.05,0.61
Game & Watch Gallery 4,2002,Misc,Nintendo,0.16,0.61
Littlest Pet Shop: Jungle,2008,Simulation,Electronic Arts,0.2,0.61
Naruto: Ultimate Ninja,2003,Fighting,Atari,0.02,0.61
Fighters Uncaged,2010,Fighting,Ubisoft,0.24,0.61
Call of Juarez: Bound in Blood,2009,Shooter,Ubisoft,0.24,0.61
New Play Control! Pikmin 2,2009,Strategy,Nintendo,0.14,0.6
Tony Hawk's Underground,2003,Sports,Activision,0.16,0.6
Hot Shots Golf: World Invitational,2011,Sports,Sony Computer Entertainment,0.11,0.6
Monster Trucks,2004,Racing,Majesco Entertainment,0.16,0.6
Shadow The Hedgehog,2005,Platform,Sega,0.02,0.6
Wave Race: Blue Storm,2001,Racing,Nintendo,0.1,0.6
Backyard Wrestling: Don't Try This at Home,2003,Fighting,Eidos Interactive,0.23,0.6
Fight Night Round 2,2005,Fighting,Electronic Arts,0.16,0.6
MonHun Nikki: Poka Poka Ailu Mura,2010,Role-Playing,Capcom,0,0.6
The Golden Compass,2007,Action,Sega,0.25,0.6
NBA 2K8,2007,Sports,Take-Two Interactive,0.02,0.6
Phineas and Ferb: Across the 2nd Dimension,2011,Action,Disney Interactive Studios,0.19,0.6
Disney Infinity,2013,Action,Disney Interactive Studios,0.22,0.6
The Golden Compass,N/A,Action,Sega,0.28,0.6
WarioWare D.I.Y.,2009,Misc,Nintendo,0.19,0.6
Tony Hawk: RIDE,2009,Sports,Activision,0.15,0.6
LEGO Jurassic World,2015,Action,Warner Bros. Interactive Entertainment,0.22,0.6
Alice: Madness Returns,2011,Adventure,Electronic Arts,0.25,0.6
LEGO The Hobbit,2014,Action,Warner Bros. Interactive Entertainment,0.37,0.6
Suikoden,1995,Role-Playing,Konami Digital Entertainment,0.14,0.6
Secret Agent Clank,2009,Platform,Sony Computer Entertainment,0.18,0.6
Rayman Arena,2001,Racing,Ubisoft,0.23,0.6
Avatar: The Game,2009,Action,Ubisoft,0.24,0.6
Jaws Unleashed,2006,Action,THQ,0.02,0.6
Puyo Puyo Sun,1997,Puzzle,Compile,0,0.6
Half-Life,2001,Shooter,Vivendi Games,0.23,0.6
Tomb Raider (2013),2014,Action,Square Enix,0.21,0.6
Mickey's Speedway USA,2000,Racing,Nintendo,0.08,0.6
International Superstar Soccer 64,1997,Sports,Konami Digital Entertainment,0.26,0.6
Skylanders SWAP Force,2013,Platform,Activision,0.15,0.6
NASCAR Heat 2002,2001,Racing,Infogrames,0.23,0.6
Disney Sing It! High School Musical 3: Senior Year,2008,Misc,Disney Interactive Studios,0.23,0.6
From TV Animation One Piece: Grand Battle 2,2002,Fighting,Namco Bandai Games,0,0.6
BeatMania Append 3rdMix,1998,Simulation,Konami Digital Entertainment,0,0.6
PGR3 - Project Gotham Racing 3,2005,Racing,Microsoft Game Studios,0.03,0.6
XCOM: Enemy Unknown,2012,Strategy,Take-Two Interactive,0.25,0.6
Blur,2010,Racing,Activision,0.28,0.6
Xena: Warrior Princess,1998,Adventure,Electronic Arts,0.23,0.6
Scribblenauts: Unlimited,2012,Action,Warner Bros. Interactive Entertainment,0.01,0.6
Front Mission,1995,Strategy,SquareSoft,0,0.6
NHL 11,2010,Sports,Electronic Arts,0.13,0.6
Kinect Rush: A Disney Pixar Adventure,2012,Adventure,Microsoft Game Studios,0.16,0.6
Monopoly,2008,Misc,Electronic Arts,0.2,0.6
Disney Infinity 2.0: Marvel Super Heroes,2014,Action,Disney Interactive Studios,0.24,0.6
Major League Baseball 2K7,2007,Sports,Spike,0.23,0.6
Asphalt: Urban GT,2004,Racing,Ubisoft,0.22,0.6
The Fight: Lights Out,2010,Fighting,Sony Computer Entertainment,0.22,0.6
Dai-2-Ji Super Robot Taisen α,2003,Strategy,Banpresto,0,0.6
Pokemon Trozei!,2005,Puzzle,Nintendo,0,0.6
Dead Space,2008,Action,Electronic Arts,0.53,0.59
Hot Wheels: Stunt Track Challenge,2004,Racing,THQ,0.23,0.59
Rayman Origins,2012,Platform,Ubisoft,0.35,0.59
London 2012: The Official Video Game of the Olympic Games,2012,Sports,Sega,0.46,0.59
Beijing 2008,2008,Sports,Sega,0.38,0.59
Dai-3-Ji Super Robot Taisen α: Shuuen no Ginga e,2005,Strategy,Banpresto,0,0.59
Jeopardy!,2010,Misc,THQ,0,0.59
Jikkyou Powerful Pro Yakyuu '97 Kaimakuban,1997,Sports,Konami Digital Entertainment,0,0.59
Assassin's Creed: Brotherhood,2011,Action,Ubisoft,0.34,0.59
CyberTiger,1998,Sports,Electronic Arts,0.22,0.59
Jampack Fall 2001,2001,Misc,Sony Computer Entertainment,0.22,0.59
Medal of Honor: Frontline,2002,Shooter,Electronic Arts,0.12,0.59
Final Fantasy: The 4 Heroes of Light,2009,Role-Playing,Square Enix,0.11,0.59
Iron Man,2008,Action,Sega,0.22,0.59
Kane & Lynch 2: Dog Days,2010,Shooter,Square Enix,0.28,0.59
NFL Blitz 2001,2000,Sports,Midway Games,0.22,0.59
Total War: Shogun 2,2011,Strategy,Sega,0.31,0.59
Jikkyou Powerful Pro Yakyuu '98 Kaimakuban,1998,Sports,Konami Digital Entertainment,0,0.59
Rock Band 2,2008,Misc,MTV Games,0.23,0.59
Yakuza 5,2012,Action,Sega,0,0.59
LEGO Indiana Jones 2: The Adventure Continues,2009,Action,Activision,0.24,0.59
BurgerTime,1981,Puzzle,Mattel Interactive,0.03,0.59
Naruto: The Broken Bond,2008,Action,Ubisoft,0.28,0.59
2002 FIFA World Cup,2002,Sports,Electronic Arts,0.17,0.59
MVP Baseball 2004,2004,Sports,Electronic Arts,0.13,0.59
Crash Bandicoot: The Wrath of Cortex,2002,Platform,Universal Interactive,0.12,0.59
Smurf: Rescue In Gargamel's Castle,1981,Action,Coleco,0.03,0.59
Spelling Challenges and more!,2007,Misc,505 Games,0,0.59
Go Diego Go! Great Dinosaur Rescue,2008,Action,Take-Two Interactive,0.02,0.59
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",2007,Action,Activision,0.03,0.59
Extreme-G,1997,Racing,Acclaim Entertainment,0.11,0.59
Ready 2 Rumble Boxing,1999,Sports,Midway Games,0.11,0.59
Payday 2,2013,Shooter,505 Games,0.21,0.59
Dead or Alive Xtreme Beach Volleyball,2003,Sports,Microsoft Game Studios,0.08,0.59
Tales of Rebirth,2004,Role-Playing,Namco Bandai Games,0,0.59
SoulCalibur V,2012,Fighting,Namco Bandai Games,0.14,0.59
NHL 12,2011,Sports,Electronic Arts,0.16,0.59
Tales of Zestiria,2015,Role-Playing,Namco Bandai Games,0.09,0.59
Silent Hill: Shattered Memories,2010,Action,Konami Digital Entertainment,0.22,0.59
Madden NFL 06,N/A,Sports,Electronic Arts,0,0.59
Skate it,2008,Sports,Electronic Arts,0.04,0.59
Game Party in Motion,2010,Misc,Warner Bros. Interactive Entertainment,0.18,0.59
Barbie: Race & Ride,1999,Action,Sony Computer Entertainment,0.22,0.59
Lost: Via Domus,2008,Action,Ubisoft,0.34,0.59
Mega Man Anniversary Collection,2004,Platform,Capcom,0.22,0.59
Final Fantasy Anniversary Edition,2007,Role-Playing,Square Enix,0.02,0.59
Dark Souls II,2015,Role-Playing,Namco Bandai Games,0.22,0.59
Ben 10: Alien Force,2008,Action,Koch Media,0.14,0.59
Deus Ex: Human Revolution,2011,Shooter,Square Enix,0.25,0.59
Zumba Fitness,2010,Sports,505 Games,0.21,0.59
Harvest Moon: Friends of Mineral Town,2003,Simulation,Ubisoft,0.13,0.59
Backyard NBA Basketball,2003,Sports,Atari,0.22,0.59
FIFA Soccer 10,2009,Sports,Electronic Arts,0.37,0.59
Kirby's Dream Course,1994,Sports,Nintendo,0,0.59
Doom 3 BFG Edition,2012,Shooter,Bethesda Softworks,0.22,0.59
Mega Man X7,2003,Action,Capcom,0.17,0.58
Top Spin 3,2008,Action,Take-Two Interactive,0.37,0.58
Petz Dogz 2,2007,Simulation,Ubisoft,0.01,0.58
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,2008,Action,THQ,0.22,0.58
The Conduit,2009,Shooter,Sega,0.23,0.58
Just Dance 2016,2015,Misc,Ubisoft,0.25,0.58
Tokimeki Memorial: Forever with You,1995,Simulation,Konami Digital Entertainment,0,0.58
Diablo,1997,Role-Playing,Electronic Arts,0.19,0.58
Cabela's Dangerous Hunts 2011,2010,Sports,Activision,0.02,0.58
NHL 15,2014,Sports,Electronic Arts,0.18,0.58
Q*bert,1982,Puzzle,Parker Bros.,0.03,0.58
Romancing SaGa,2005,Role-Playing,Square Enix,0.04,0.58
The Lord of the Rings: The Third Age,2004,Role-Playing,Electronic Arts,0.02,0.58
Harvest Moon: Sunshine Islands,2008,Simulation,Rising Star Games,0.03,0.58
Trivial Pursuit,2009,Misc,Electronic Arts,0.31,0.58
The Legend of Spyro: Dawn of the Dragon,2008,Platform,Vivendi Games,0.18,0.58
The Sims 3: World Adventures,2009,Simulation,Electronic Arts,0.18,0.58
Kinect Sports Rivals,2014,Sports,Microsoft Game Studios,0.22,0.58
Rayman Origins,2011,Platform,Ubisoft,0.29,0.58
WWE 2K16,2015,Sports,Take-Two Interactive,0.22,0.58
Titanfall,2014,Shooter,Electronic Arts,0.3,0.58
NCAA Football 09,2008,Sports,Electronic Arts,0,0.58
Tom Clancy's HAWX,2009,Action,Ubisoft,0.19,0.58
Sammy Sosa High Heat Baseball 2001,2000,Sports,3DO,0.22,0.58
Frozen: Olaf's Quest,2013,Platform,Disney Interactive Studios,0.26,0.58
Terminator 3: Rise of the Machines,2003,Action,Atari,0.22,0.58
"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",2010,Shooter,Activision,0.15,0.58
Harvest Moon: The Tale of Two Towns,2010,Simulation,Natsume,0.06,0.58
FIFA: Road to  World Cup 98,1997,Sports,Electronic Arts,0.39,0.58
World Cup 98,1998,Sports,Electronic Arts,0.4,0.58
International Superstar Soccer '98,1998,Sports,Konami Digital Entertainment,0.3,0.58
NASCAR: Dirt to Daytona,N/A,Racing,Unknown,0.22,0.58
Unreal Tournament,2000,Shooter,Infogrames,0.22,0.58
Digimon World 2,2000,Role-Playing,Namco Bandai Games,0.16,0.58
Tales of Phantasia,1998,Role-Playing,Namco Bandai Games,0,0.58
Prince of Persia: The Two Thrones,2005,Action,Ubisoft,0.22,0.58
Xenosaga Episode II: Jenseits von Gut und Böse,2004,Role-Playing,Sony Computer Entertainment,0.22,0.58
Gex: Enter the Gecko,1998,Platform,BMG Interactive Entertainment,0.22,0.58
Shrek 2: Beg for Mercy,2004,Adventure,Activision,0.15,0.58
Mega Man Star Force 2: Zerker x Ninja / Saurian,2007,Action,Capcom,0,0.58
JoJo's Bizarre Adventure: All Star Battle,2013,Fighting,Namco Bandai Games,0.02,0.58
Petz Nursery,2009,Simulation,Ubisoft,0,0.58
Contra: Shattered Soldier,2002,Shooter,Konami Digital Entertainment,0.22,0.58
Championship Motocross featuring Ricky Carmichael,1998,Racing,THQ,0.22,0.58
Dragon Ball Z: Chou Saiya Densetsu,1992,Role-Playing,Namco Bandai Games,0,0.58
NBA 2K7,2006,Sports,Take-Two Interactive,0,0.58
WWE 2K16,2015,Sports,Take-Two Interactive,0.27,0.58
Phoenix Wright: Ace Attorney - Justice for All,2006,Adventure,Capcom,0.05,0.58
Fire Emblem: Seisen no Keifu,1996,Strategy,Nintendo,0,0.58
Rock Band 3,2010,Misc,MTV Games,0.09,0.58
Disgaea 4: A Promise Unforgotten,2011,Role-Playing,Nippon Ichi Software,0.11,0.58
BlazBlue: Calamity Trigger,2009,Fighting,PQube,0.1,0.58
Tenchu 2: Birth of the Stealth Assassins,2000,Action,Activision,0.22,0.58
Tony Hawk's Pro Skater 4,2002,Sports,Activision,0.12,0.58
MLB 11: The Show,2011,Sports,Sony Computer Entertainment,0,0.58
Naruto: Uzumaki Chronicles 2,2006,Action,Namco Bandai Games,0.22,0.58
NHL 06,2005,Sports,Electronic Arts,0.02,0.58
NHL 10,2009,Sports,Electronic Arts,0.12,0.58
Rooms: The Main Building,2010,Adventure,Nintendo,0.41,0.58
Rapala: We Fish,2009,Sports,Activision,0.02,0.58
Parasite Eve II,1999,Role-Playing,SquareSoft,0.22,0.58
Tetris Party Deluxe,2010,Puzzle,Nintendo,0.17,0.58
NFL Blitz 2000,1999,Sports,Midway Games,0.02,0.58
Ratchet & Clank: Quest for Booty,2008,Platform,Sony Computer Entertainment,0.53,0.58
Madden NFL 2002,N/A,Sports,Unknown,0.02,0.58
NCAA Football 10,2009,Sports,Electronic Arts,0.22,0.58
Top Spin 3,2008,Action,Take-Two Interactive,0.37,0.57
Shin Megami Tensei IV,2013,Role-Playing,Atlus,0,0.57
Theme Park,1994,Simulation,Electronic Arts,0.16,0.57
Blacksite: Area 51,2007,Shooter,Midway Games,0.23,0.57
Spider-Man 3,2007,Platform,Activision,0.04,0.57
ATV Offroad Fury: Blazin' Trails,2005,Racing,SouthPeak Games,0,0.57
Far Cry Instincts,2005,Shooter,Ubisoft,0.24,0.57
Hasbro Family Game Night,2008,Puzzle,Electronic Arts,0.22,0.57
Tony Hawk's Pro Skater 4,2002,Sports,Activision,0.15,0.57
Up,2009,Action,THQ,0.28,0.57
Tales of the Abyss,2005,Role-Playing,Namco Bandai Games,0,0.57
Disney Universe,2011,Action,Disney Interactive Studios,0.15,0.57
Iron Man,2008,Action,Sega,0.24,0.57
Mobile Suit Gundam: Giren no Yabou- Zeon no Keifu,2000,Strategy,Namco Bandai Games,0,0.57
Spyro Orange: The Cortex Conspiracy,2004,Action,Vivendi Games,0.15,0.57
Enslaved: Odyssey to the West,2010,Action,Namco Bandai Games,0.24,0.57
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,2008,Action,THQ,0,0.57
Beyond The Beyond,1995,Role-Playing,Sony Computer Entertainment,0.08,0.57
Ben 10: Alien Force,2008,Action,Koch Media,0.02,0.57
Tomb Raider: Anniversary,2007,Action,Eidos Interactive,0.23,0.57
"Warhammer 40,000: Space Marine",2011,Shooter,THQ,0.27,0.57
Madden NFL 06,2005,Sports,Electronic Arts,0.11,0.57
No More Heroes,2007,Action,Rising Star Games,0.17,0.57
Assassin's Creed II,2010,Action,Ubisoft,0.45,0.57
Petz Wild Animals: Tigerz,2008,Simulation,Ubisoft,0.01,0.57
Naruto: Ultimate Ninja 2,2004,Fighting,Namco Bandai Games,0.02,0.57
Defiance,2013,Shooter,Trion Worlds,0.15,0.57
Dogz,2006,Simulation,Ubisoft,0.02,0.57
3D Dot Game Heroes,2009,Role-Playing,SouthPeak Games,0.12,0.57
The Mysterious Murasame Castle,1986,Action,Nintendo,0,0.57
NBA Hangtime,1997,Sports,GT Interactive,0.08,0.57
Jillian Michaels Fitness Ultimatum 2010,2009,Sports,Majesco Entertainment,0.01,0.57
Pro Evolution Soccer 2012,2011,Action,Konami Digital Entertainment,0.12,0.57
Grease,2010,Misc,505 Games,0.25,0.57
Blood Wake,2001,Shooter,Microsoft Game Studios,0.12,0.57
Dynasty Warriors 5: Xtreme Legends,2005,Action,Tecmo Koei,0.08,0.57
Skylanders: Spyro's Adventure,2011,Action,Activision,0.2,0.57
Dora The Explorer: Dora Saves the Snow Princess,2008,Platform,Take-Two Interactive,0.03,0.57
Jampack Summer 2002,2002,Misc,Sony Computer Entertainment,0.22,0.57
FIFA World Cup Germany 2006,2006,Sports,Electronic Arts,0.02,0.57
Wreckless: ThE YaKuza MisSiOns,2002,Racing,Activision,0.11,0.57
Super Bomberman,1992,Puzzle,Hudson Soft,0,0.57
SpongeBob SquarePants: Battle for Bikini Bottom,2003,Platform,THQ,0.1,0.57
Spec Ops: The Line,2012,Shooter,Take-Two Interactive,0.25,0.57
SD Gundam G Generation Neo,2002,Strategy,Namco Bandai Games,0,0.57
Bratz 4 Real,2007,Adventure,THQ,0.22,0.57
RalliSport Challenge,2002,Racing,Microsoft Game Studios,0.16,0.57
Resident Evil Outbreak File #2,2004,Action,Capcom,0.15,0.57
Bob the Builder: Can We Fix It?,2000,Action,THQ,0.21,0.57
XIII,2003,Shooter,Ubisoft,0.22,0.57
NHL 14,2013,Sports,Electronic Arts,0.19,0.57
LEGO Rock Band,2009,Misc,Warner Bros. Interactive Entertainment,0.12,0.57
Bolt,2008,Adventure,Disney Interactive Studios,0.31,0.57
Top Spin 3,2008,Action,Take-Two Interactive,0.4,0.57
Tom Clancy's HAWX,2009,Action,Ubisoft,0.22,0.57
LEGO Dimensions,2015,Action,Warner Bros. Interactive Entertainment,0.28,0.56
Breath of Fire IV,2000,Role-Playing,Capcom,0.08,0.56
True Crime: Streets of LA,2003,Action,Activision,0.11,0.56
Odin Sphere,2007,Role-Playing,Square Enix,0.18,0.56
Donkey Kong Jungle Climber,2007,Platform,Nintendo,0.04,0.56
The Incredible Hulk,2003,Action,Universal Interactive,0.15,0.56
Ms. Pac-Man Maze Madness,2004,Puzzle,Zoo Digital Publishing,0.15,0.56
Arena Football,2006,Sports,Electronic Arts,0.22,0.56
The Lord of the Rings: The Return of the King,2003,Action,Electronic Arts,0.15,0.56
NHL Hitz 20-02,2001,Sports,Midway Games,0.22,0.56
Classic NES Series: Dr. Mario,2004,Puzzle,Nintendo,0.11,0.56
The Sims: Bustin' Out,2003,Simulation,Electronic Arts,0.14,0.56
NCAA March Madness 07,2007,Sports,Electronic Arts,0.22,0.56
"Monsters, Inc. Scream Team",2001,Platform,Sony Computer Entertainment,0.21,0.56
Harry Potter Collection,2006,Misc,Electronic Arts,0.21,0.56
Tony Hawk's Project 8,2006,Sports,Activision,0.08,0.56
Yu-Gi-Oh! World Championship Tournament 2004,2004,Misc,Konami Digital Entertainment,0.15,0.56
Cabela's Big Game Hunter 2005 Adventures,2004,Sports,Activision,0.21,0.56
Hotel Dusk: Room 215,2007,Adventure,Nintendo,0.05,0.56
Knockout Kings 2001,2001,Fighting,Electronic Arts,0.21,0.56
Army Men: Sarge's Heroes,1999,Action,3DO,0.21,0.56
Phineas and Ferb: Across the 2nd Dimension,2011,Action,Disney Interactive Studios,0.19,0.56
Petz Dogz 2,2007,Simulation,Ubisoft,0.21,0.56
Battlefield 2: Modern Combat,2005,Shooter,Electronic Arts,0.15,0.56
Wolfenstein,2009,Shooter,Activision,0.22,0.56
All-Star Baseball 2002,2001,Sports,Acclaim Entertainment,0.21,0.56
Backyard NFL Football,2002,Sports,Infogrames,0.15,0.56
Need for Speed: Most Wanted,2005,Racing,Electronic Arts,0.11,0.56
NASCAR Rumble,2000,Racing,Electronic Arts,0.21,0.56
Tony Hawk: Shred,2010,Sports,Activision,0.11,0.56
Tony Hawk's Proving Ground,2007,Sports,Activision,0.02,0.56
WWE Raw 2,2003,Fighting,THQ,0.11,0.56
Resident Evil 2,1999,Action,Virgin Interactive,0.09,0.56
Mega Man X2,1993,Platform,Laguna,0.02,0.56
Manhunt 2,2007,Action,Take-Two Interactive,0.21,0.56
Xenoblade Chronicles,2015,Role-Playing,Nintendo,0.14,0.56
Fullmetal Alchemist and the Broken Angel,2003,Role-Playing,Square Enix,0.12,0.56
Monster High: Ghoul Spirit,2011,Misc,THQ,0.08,0.56
Final Fantasy IV: The Complete Collection,2011,Role-Playing,Square Enix,0.09,0.56
Frontlines: Fuel of War,2008,Shooter,THQ,0.15,0.56
Lips: Number One Hits,2009,Misc,Microsoft Game Studios,0.35,0.56
Hamtaro: Ham-Hams Unite!,2001,Role-Playing,Nintendo,0,0.56
Batman Begins,2005,Action,Electronic Arts,0.21,0.56
Viva Pinata: Pocket Paradise,2008,Simulation,THQ,0.23,0.56
Dr. Seuss' The Cat in the Hat,2003,Misc,Vivendi Games,0.21,0.56
Barbie Groovy Games,2002,Misc,Universal Interactive,0.15,0.56
Yu-Gi-Oh! Reshef of Destruction,2003,Strategy,Konami Digital Entertainment,0.15,0.56
Blinx: The Time Sweeper,2002,Platform,Microsoft Game Studios,0.15,0.56
Madagascar: Escape 2 Africa,2008,Action,Activision,0.18,0.56
Archer Maclean's Mercury,2005,Puzzle,Ignition Entertainment,0.24,0.56
ESPN NFL Football,2003,Sports,Sega,0.21,0.56
Fatal Fury Special,1994,Fighting,Takara,0,0.56
Catz,2006,Simulation,Ubisoft,0.02,0.56
Major League Baseball 2K5,2005,Sports,Take-Two Interactive,0.02,0.56
DS Bimoji Training,2008,Misc,Nintendo,0,0.56
WWE 2K15,2014,Sports,Take-Two Interactive,0.23,0.56
Petz Catz Clan,2008,Simulation,Ubisoft,0.04,0.56
Soul Sacrifice,2013,Role-Playing,Sony Computer Entertainment,0.09,0.56
G-Force,2009,Action,Disney Interactive Studios,0.23,0.56
Tiger Woods PGA Tour 11,2010,Sports,Electronic Arts,0.26,0.56
Soldier of Fortune: Gold Edition,2001,Shooter,Codemasters,0.21,0.56
Rune Factory: A Fantasy Harvest Moon,2006,Role-Playing,Rising Star Games,0.02,0.56
Monster Jam: Path of Destruction,2010,Racing,Activision,0.02,0.56
Rapala Tournament Fishing!,2006,Sports,Activision,0,0.56
MX 2002 Featuring Ricky Carmichael,2001,Racing,THQ,0.21,0.56
Purr Pals,2007,Simulation,THQ,0.36,0.56
NCAA Football 07,2006,Sports,Electronic Arts,0.12,0.56
God of War: Origins Collection,2011,Action,Sony Computer Entertainment,0.08,0.56
MX vs. ATV: Alive,2011,Racing,THQ,0.14,0.56
Lunar: Silver Star Story Complete,1998,Role-Playing,Kadokawa Shoten,0.18,0.55
Dragon Ball: XenoVerse,2015,Fighting,Namco Bandai Games,0.2,0.55
NBA Showtime: NBA on NBC,1999,Sports,Midway Games,0.21,0.55
ZhuZhu Pets 2: Featuring The Wild Bunch,2010,Simulation,Activision,0.11,0.55
Dragon Age: Inquisition,2014,Role-Playing,Electronic Arts,0.16,0.55
Soul Reaver 2,2001,Action,Eidos Interactive,0.21,0.55
Metal Gear Solid 3: Subsistence,2005,Action,Konami Digital Entertainment,0.01,0.55
Sly Cooper: Thieves in Time,2013,Platform,Sony Computer Entertainment Europe,0.13,0.55
The Godfather (old US sales),2006,Action,Electronic Arts,0.11,0.55
Daytona USA,1994,Racing,Sega,0,0.55
Harry Potter and the Deathly Hallows - Part 1,2010,Action,Electronic Arts,0.28,0.55
